product_id1,product_id2,attribute_prob,behaviour_prob
P1210,P1219,0.4348,0.5557
P1212,P1315,0.4348,0.006
P1218,P1219,0.4348,0.6623
P1301,P1312,0.4348,0.9703
P1217,P1316,0.4348,0.7581
P1306,P1310,0.4348,0.7824
P1301,P1310,0.4348,0.7679
P1206,P1316,0.4348,0.7302
P1211,P1316,0.4348,0.047
P1207,P1219,0.4348,0.7145
P1306,P1312,0.4348,0.4118
P1303,P1310,0.4348,0.8571
P1162,P1218,0.4286,0.1866
P1095,P1349,0.4286,0.6649
P1162,P1217,0.4286,0.315
P1202,P1212,0.4286,0.1688
P1162,P1213,0.4286,0.6329
P1168,P1179,0.4286,0.7305
P1196,P1197,0.4286,0.1146
P1168,P1172,0.4286,0.8673
P1168,P1177,0.4286,0.8258
P1095,P1350,0.4286,0.667
P1168,P1173,0.4286,0.7878
P1181,P1183,0.4286,0.6056
P1013,P1312,0.4286,0.931
P1162,P1211,0.4286,0.8261
P1162,P1210,0.4286,0.8155
P1200,P1213,0.4286,0.7414
P1200,P1217,0.4286,0.5174
P1165,P1166,0.4286,0.7627
P1061,P1095,0.4286,0.4133
P1010,P1095,0.4286,0.0125
P1014,P1302,0.4286,0.5178
P1167,P1168,0.4286,0.7348
P1190,P1270,0.4286,0.1146
P1307,P1347,0.4286,0.235
P1101,P1281,0.4286,0.1408
P1200,P1218,0.4286,0.1337
P1014,P1095,0.4286,0.7267
P1162,P1202,0.4286,0.3122
P1180,P1183,0.4286,0.0976
P1013,P1311,0.4286,0.9045
P1168,P1188,0.4286,0.7479
P1188,P1197,0.4286,0.4491
P1188,P1195,0.4286,0.3376
P1013,P1026,0.4286,0.926
P1188,P1193,0.4286,0.4194
P1217,P1317,0.4286,0.6225
P1202,P1206,0.4286,0.1071
P1116,P1293,0.4286,0.7131
P1183,P1268,0.4286,0.6277
P1116,P1290,0.4286,0.1348
P1015,P1317,0.4286,0.8188
P1183,P1266,0.4286,0.1749
P1183,P1184,0.4286,0.187
P1183,P1185,0.4286,0.3993
P1016,P1317,0.4286,0.6093
P1164,P1213,0.4286,0.5144
P1183,P1262,0.4286,0.2248
P1164,P1212,0.4286,0.0866
P1164,P1211,0.4286,0.7699
P1195,P1196,0.4286,0.0606
P1010,P1350,0.4286,0.6628
P1183,P1198,0.4286,0.3519
P1018,P1218,0.4286,0.5836
P1011,P1095,0.4286,0.6268
P1183,P1193,0.4286,0.5892
P1183,P1192,0.4286,0.1688
P1191,P1196,0.4286,0.7125
P1115,P1293,0.4286,0.3229
P1115,P1290,0.4286,0.7755
P1095,P1352,0.4286,0.6875
P1164,P1217,0.4286,0.0937
P1168,P1171,0.4286,0.7879
P1207,P1217,0.4286,0.5289
P1161,P1177,0.4286,0.1286
P1095,P1353,0.4286,0.5876
P1106,P1160,0.4286,0.6898
P1168,P1170,0.4286,0.5844
P1168,P1169,0.4286,0.7913
P1186,P1193,0.4286,0.8438
P1163,P1165,0.4286,0.3868
P1163,P1168,0.4286,0.8732
P1186,P1195,0.4286,0.8218
P1186,P1197,0.4286,0.8518
P1187,P1195,0.4286,0.9303
P1187,P1193,0.4286,0.9389
P1095,P1356,0.4286,0.7134
P1017,P1095,0.4286,0.7135
P1164,P1218,0.4286,0.3852
P1166,P1168,0.4286,0.1286
P1205,P1206,0.4286,0.5584
P1161,P1178,0.4286,0.3302
P1164,P1210,0.4286,0.7559
P1063,P1091,0.4286,0.4018
P1017,P1304,0.4286,0.4182
P1165,P1171,0.4286,0.0252
P1218,P1258,0.4286,0.8425
P1063,P1094,0.4286,0.2085
P1200,P1210,0.4286,0.87
P1217,P1257,0.4286,0.1245
P1189,P1196,0.4286,0.9605
P1017,P1302,0.4286,0.4946
P1193,P1196,0.4286,0.067
P1018,P1317,0.4286,0.4949
P1200,P1211,0.4286,0.8775
P1068,P1089,0.4286,0.2278
P1064,P1095,0.4286,0.158
P1161,P1163,0.4286,0.3656
P1161,P1166,0.4286,0.7706
P1161,P1167,0.4286,0.2464
P1000,P1318,0.4286,0.3743
P1009,P1023,0.4286,0.5347
P1009,P1028,0.4286,0.3692
P1165,P1179,0.4286,0.2328
P1011,P1302,0.4286,0.3417
P1311,P1351,0.4286,0.1426
P1012,P1302,0.4286,0.2692
P1165,P1177,0.4286,0.1579
P1000,P1310,0.4286,0.8392
P1011,P1304,0.4286,0.2422
P1165,P1178,0.4286,0.3527
P1206,P1207,0.4286,0.5776
P1009,P1025,0.4286,0.1199
P1165,P1173,0.4286,0.0254
P1012,P1212,0.4286,0.1483
P1165,P1172,0.4286,0.3585
P1012,P1317,0.4286,0.7338
P1000,P1311,0.4286,0.0927
P1185,P1195,0.4286,0.2198
P1107,P1177,0.4286,0.053
P1100,P1290,0.4286,0.147
P1190,P1196,0.4286,0.2667
P1000,P1312,0.4286,0.204
P1100,P1293,0.4286,0.7171
P1161,P1170,0.4286,0.9169
P1161,P1172,0.4286,0.3363
P1013,P1318,0.4286,0.8615
P1014,P1314,0.4286,0.3094
P1165,P1169,0.4286,0.0089
P1165,P1170,0.4286,0.9141
P1107,P1160,0.4286,0.5997
P1165,P1167,0.4286,0.2202
P1010,P1302,0.4286,0.426
P1068,P1092,0.4286,0.7237
P1068,P1099,0.4286,0.5612
P1009,P1027,0.4286,0.4948
P1161,P1169,0.4286,0.0422
P1013,P1310,0.4286,0.4612
P1182,P1183,0.4286,0.4661
P1010,P1304,0.4286,0.5013
P1200,P1206,0.4286,0.5672
P1063,P1090,0.4286,0.0446
P1161,P1173,0.4286,0.0581
P1200,P1212,0.4286,0.4169
P1081,P1236,0.4231,0.9404
P1082,P1239,0.4231,0.0519
P1230,P1350,0.4231,0.7749
P1045,P1065,0.4231,0.2505
P1082,P1236,0.4231,0.9446
P1082,P1238,0.4231,0.9177
P1081,P1235,0.4231,0.2175
P1075,P1235,0.4231,0.4801
P1236,P1356,0.4231,0.954
P1115,P1135,0.4231,0.5887
P1081,P1238,0.4231,0.9116
P1046,P1162,0.4231,0.8618
P1231,P1351,0.4231,0.3974
P1227,P1347,0.4231,0.1031
P1097,P1239,0.4231,0.0648
P1098,P1239,0.4231,0.1995
P1082,P1235,0.4231,0.1592
P1046,P1164,0.4231,0.8171
P1079,P1239,0.4231,0.5031
P1132,P1192,0.4231,0.0743
P1062,P1086,0.4211,0.2913
P1243,P1254,0.4211,0.4617
P1251,P1259,0.4211,0.0762
P1186,P1261,0.4211,0.7908
P1266,P1270,0.4211,0.3557
P1062,P1100,0.4211,0.0379
P1066,P1096,0.4211,0.2072
P1270,P1279,0.4211,0.952
P1273,P1279,0.4211,0.959
P1066,P1083,0.4211,0.0966
P1246,P1254,0.4211,0.1488
P1246,P1257,0.4211,0.1365
P1246,P1258,0.4211,0.7212
P1246,P1259,0.4211,0.6972
P1188,P1278,0.4211,0.0743
P1241,P1254,0.4211,0.1522
P1241,P1256,0.4211,0.1348
P1241,P1257,0.4211,0.3769
P1241,P1258,0.4211,0.7988
P1062,P1083,0.4211,0.2668
P1261,P1276,0.4211,0.0036
P1276,P1279,0.4211,0.9505
P1267,P1276,0.4211,0.0086
P1262,P1277,0.4211,0.5359
P1268,P1277,0.4211,0.866
P1268,P1276,0.4211,0.7959
P1240,P1259,0.4211,0.1574
P1268,P1270,0.4211,0.8021
P1263,P1270,0.4211,0.7579
P1250,P1259,0.4211,0.7359
P1263,P1276,0.4211,0.7503
P1263,P1277,0.4211,0.8361
P1267,P1273,0.4211,0.1792
P1253,P1259,0.4211,0.6961
P1267,P1270,0.4211,0.0386
P1264,P1269,0.4211,0.5996
P1067,P1083,0.4211,0.8311
P1264,P1272,0.4211,0.1937
P1067,P1086,0.4211,0.8252
P1255,P1259,0.4211,0.8617
P1266,P1277,0.4211,0.5639
P1067,P1100,0.4211,0.8808
P1266,P1273,0.4211,0.4499
P1262,P1276,0.4211,0.2929
P1268,P1273,0.4211,0.831
P1188,P1261,0.4211,0.2224
P1261,P1277,0.4211,0.346
P1187,P1261,0.4211,0.9182
P1243,P1256,0.4211,0.4506
P1066,P1100,0.4211,0.2191
P1261,P1270,0.4211,0.0337
P1243,P1257,0.4211,0.6043
P1262,P1273,0.4211,0.4146
P1243,P1258,0.4211,0.8723
P1261,P1273,0.4211,0.1751
P1243,P1259,0.4211,0.8612
P1187,P1267,0.4211,0.9178
P1262,P1270,0.4211,0.3143
P1277,P1279,0.4211,0.9675
P1264,P1275,0.4211,0.6861
P1104,P1285,0.4167,0.5745
P1104,P1288,0.4167,0.5692
P1103,P1205,0.4167,0.7298
P1104,P1280,0.4167,0.1077
P1218,P1334,0.4167,0.0751
P1104,P1282,0.4167,0.6554
P1217,P1334,0.4167,0.4847
P1102,P1285,0.4167,0.4468
P1103,P1280,0.4167,0.6011
P1104,P1205,0.4167,0.3956
P1103,P1200,0.4167,0.7352
P1103,P1288,0.4167,0.0363
P1102,P1288,0.4167,0.4399
P1103,P1285,0.4167,0.0482
P1218,P1358,0.4167,0.0462
P1104,P1200,0.4167,0.4077
P1103,P1282,0.4167,0.2291
P1221,P1345,0.4167,0.6882
P1013,P1313,0.4167,0.9249
P1221,P1346,0.4167,0.7687
P1106,P1138,0.4167,0.0001
P1076,P1138,0.4167,0.1014
P1213,P1334,0.4167,0.7239
P1107,P1129,0.4167,0.22
P1076,P1134,0.4167,0.6391
P1226,P1356,0.4167,0.3016
P1076,P1129,0.4167,0.0956
P1221,P1342,0.4167,0.6284
P1221,P1343,0.4167,0.0001
P1226,P1345,0.4167,0.8928
P1106,P1129,0.4167,0.0065
P1226,P1343,0.4167,0.6561
P1226,P1342,0.4167,0.0746
P1222,P1342,0.4167,0.3545
P1070,P1138,0.4167,0.0269
P1223,P1353,0.4167,0.8274
P1223,P1346,0.4167,0.5368
P1223,P1345,0.4167,0.3757
P1107,P1138,0.4167,0.225
P1223,P1342,0.4167,0.8144
P1106,P1134,0.4167,0.6758
P1107,P1134,0.4167,0.5816
P1212,P1334,0.4167,0.3775
P1070,P1134,0.4167,0.6844
P1102,P1205,0.4167,0.5351
P1070,P1129,0.4167,0.0331
P1064,P1134,0.4167,0.27
P1102,P1200,0.4167,0.5444
P1074,P1129,0.4167,0.7869
P1210,P1334,0.4167,0.8612
P1219,P1319,0.4167,0.694
P1211,P1334,0.4167,0.8692
P1074,P1138,0.4167,0.7882
P1102,P1280,0.4167,0.3137
P1206,P1209,0.4091,0.2606
P1108,P1289,0.4091,0.5481
P1206,P1215,0.4091,0.124
P1206,P1214,0.4091,0.3933
P1176,P1198,0.4091,0.5066
P1169,P1216,0.4091,0.3924
P1208,P1209,0.4091,0.3985
P1117,P1293,0.4091,0.2473
P1108,P1291,0.4091,0.5396
P1169,P1215,0.4091,0.3863
P1169,P1214,0.4091,0.1339
P1117,P1290,0.4091,0.5594
P1300,P1357,0.4091,0.1032
P1174,P1198,0.4091,0.7632
P1208,P1210,0.4091,0.7557
P1174,P1192,0.4091,0.5605
P1108,P1296,0.4091,0.3672
P1108,P1294,0.4091,0.3258
P1113,P1290,0.4091,0.8299
P1112,P1290,0.4091,0.2905
P1112,P1292,0.4091,0.4043
P1176,P1192,0.4091,0.0841
P1176,P1186,0.4091,0.7105
P1112,P1293,0.4091,0.5326
P1109,P1292,0.4091,0.6315
P1016,P1216,0.4091,0.1951
P1109,P1289,0.4091,0.005
P1185,P1194,0.4091,0.1351
P1214,P1254,0.4091,0.194
P1181,P1194,0.4091,0.4321
P1108,P1297,0.4091,0.2175
P1206,P1305,0.4091,0.5668
P1175,P1198,0.4091,0.7151
P1021,P1061,0.4091,0.1202
P1175,P1192,0.4091,0.4711
P1113,P1283,0.4091,0.0919
P1166,P1175,0.4091,0.8203
P1307,P1357,0.4091,0.7014
P1194,P1274,0.4091,0.1597
P1166,P1174,0.4091,0.8506
P1182,P1194,0.4091,0.6292
P1178,P1216,0.4091,0.6102
P1204,P1218,0.4091,0.7059
P1208,P1217,0.4091,0.0928
P1194,P1262,0.4091,0.1041
P1114,P1290,0.4091,0.1015
P1015,P1215,0.4091,0.623
P1194,P1263,0.4091,0.6837
P1114,P1293,0.4091,0.7021
P1194,P1268,0.4091,0.7414
P1194,P1266,0.4091,0.1583
P1208,P1243,0.4091,0.5018
P1167,P1174,0.4091,0.5092
P1204,P1216,0.4091,0.3213
P1216,P1256,0.4091,0.3602
P1204,P1209,0.4091,0.2038
P1163,P1174,0.4091,0.0257
P1114,P1284,0.4091,0.1948
P1163,P1175,0.4091,0.1904
P1204,P1210,0.4091,0.4898
P1204,P1211,0.4091,0.519
P1204,P1212,0.4091,0.563
P1204,P1213,0.4091,0.0149
P1010,P1070,0.4091,0.723
P1204,P1215,0.4091,0.328
P1070,P1330,0.4091,0.6016
P1204,P1217,0.4091,0.4721
P1167,P1175,0.4091,0.4094
P1167,P1176,0.4091,0.0222
P1215,P1335,0.4091,0.5548
P1208,P1213,0.4091,0.5139
P1208,P1211,0.4091,0.7697
P1314,P1357,0.4091,0.1931
P1178,P1214,0.4091,0.2593
P1208,P1214,0.4091,0.2541
P1014,P1074,0.4091,0.7941
P1204,P1243,0.4091,0.7614
P1194,P1199,0.4091,0.0917
P1164,P1214,0.4091,0.2534
P1208,P1215,0.4091,0.2874
P1178,P1215,0.4091,0.6063
P1208,P1216,0.4091,0.2944
P1163,P1176,0.4091,0.5325
P1208,P1212,0.4091,0.0875
P1056,P1162,0.4074,0.0845
P1234,P1355,0.4074,0.0764
P1057,P1164,0.4074,0.4369
P1234,P1357,0.4074,0.036
P1057,P1237,0.4074,0.4541
P1055,P1164,0.4074,0.8919
P1234,P1344,0.4074,0.5227
P1058,P1076,0.4074,0.0693
P1058,P1074,0.4074,0.7468
P1057,P1162,0.4074,0.255
P1058,P1070,0.4074,0.1862
P1229,P1357,0.4074,0.9384
P1229,P1359,0.4074,0.9153
P1034,P1234,0.4074,0.321
P1035,P1055,0.4074,0.9092
P1229,P1354,0.4074,0.889
P1058,P1317,0.4074,0.784
P1057,P1317,0.4074,0.8073
P1056,P1164,0.4074,0.1745
P1055,P1162,0.4074,0.9183
P1229,P1355,0.4074,0.9452
P1233,P1343,0.4,0.6845
P1233,P1349,0.4,0.1101
P1233,P1350,0.4,0.1156
P1118,P1298,0.4,0.0332
P1233,P1340,0.4,0.0365
P1233,P1351,0.4,0.0733
P1233,P1253,0.4,0.3525
P1118,P1297,0.4,0.0835
P1123,P1201,0.4,0.5283
P1232,P1343,0.4,0.7189
P1232,P1345,0.4,0.9124
P1181,P1185,0.4,0.3434
P1232,P1346,0.4,0.935
P1118,P1296,0.4,0.4597
P1066,P1119,0.4,0.1601
P1071,P1086,0.4,0.0605
P1232,P1357,0.4,0.0481
P1066,P1115,0.4,0.7547
P1095,P1177,0.4,0.6169
P1009,P1169,0.4,0.2417
P1071,P1083,0.4,0.0919
P1125,P1201,0.4,0.6343
P1125,P1203,0.4,0.4938
P1088,P1342,0.4,0.4314
P1062,P1119,0.4,0.0337
P1062,P1116,0.4,0.024
P1069,P1205,0.4,0.8565
P1062,P1115,0.4,0.8009
P1237,P1342,0.4,0.1925
P1237,P1343,0.4,0.5398
P1237,P1345,0.4,0.8566
P1237,P1346,0.4,0.8936
P1237,P1347,0.4,0.3288
P1169,P1206,0.4,0.2995
P1088,P1158,0.4,0.391
P1178,P1206,0.4,0.5506
P1004,P1088,0.4,0.6081
P1180,P1185,0.4,0.3344
P1008,P1304,0.4,0.607
P1095,P1173,0.4,0.5333
P1008,P1302,0.4,0.5476
P1095,P1160,0.4,0.0937
P1095,P1158,0.4,0.2192
P1233,P1352,0.4,0.17
P1233,P1356,0.4,0.2388
P1067,P1115,0.4,0.3777
P1067,P1116,0.4,0.8791
P1067,P1119,0.4,0.8718
P1033,P1237,0.4,0.2795
P1124,P1201,0.4,0.4548
P1220,P1340,0.4,0.3695
P1033,P1232,0.4,0.1521
P1124,P1203,0.4,0.2454
P1180,P1260,0.4,0.1094
P1180,P1196,0.4,0.5121
P1088,P1343,0.4,0.3464
P1237,P1317,0.4,0.6471
P1118,P1289,0.4,0.6142
P1118,P1294,0.4,0.2104
P1009,P1317,0.4,0.7764
P1098,P1224,0.4,0.8449
P1098,P1225,0.4,0.6535
P1201,P1251,0.4,0.5816
P1110,P1297,0.4,0.6449
P1110,P1296,0.4,0.2829
P1182,P1262,0.4,0.5861
P1110,P1294,0.4,0.694
P1073,P1193,0.4,0.1207
P1118,P1292,0.4,0.04
P1110,P1292,0.4,0.628
P1110,P1291,0.4,0.0143
P1182,P1185,0.4,0.6793
P1110,P1289,0.4,0.0042
P1110,P1288,0.4,0.753
P1110,P1285,0.4,0.7561
P1110,P1282,0.4,0.8025
P1110,P1205,0.4,0.0516
P1075,P1195,0.4,0.3431
P1004,P1317,0.4,0.8036
P1198,P1279,0.4,0.8608
P1198,P1275,0.4,0.0905
P1118,P1205,0.4,0.5915
P1198,P1272,0.4,0.646
P1111,P1205,0.4,0.5067
P1111,P1281,0.4,0.4058
P1012,P1232,0.4,0.1901
P1111,P1282,0.4,0.5777
P1029,P1237,0.4,0.418
P1073,P1205,0.4,0.2096
P1079,P1205,0.4,0.6058
P1079,P1200,0.4,0.6136
P1184,P1185,0.4,0.2612
P1002,P1342,0.4,0.6371
P1203,P1253,0.4,0.0812
P1002,P1317,0.4,0.2148
P1184,P1264,0.4,0.4582
P1203,P1241,0.4,0.2174
P1097,P1224,0.4,0.8188
P1097,P1225,0.4,0.5953
P1072,P1119,0.4,0.0208
P1072,P1086,0.4,0.251
P1111,P1297,0.4,0.2409
P1111,P1296,0.4,0.3477
P1111,P1294,0.4,0.346
P1111,P1292,0.4,0.2049
P1111,P1289,0.4,0.5341
P1111,P1288,0.4,0.4721
P1072,P1083,0.4,0.2251
P1002,P1088,0.4,0.3617
P1111,P1285,0.4,0.4786
P1198,P1269,0.4,0.287
P1029,P1232,0.4,0.6444
P1100,P1283,0.4,0.8403
P1196,P1277,0.4,0.1828
P1181,P1192,0.4,0.5255
P1022,P1232,0.4,0.4312
P1196,P1270,0.4,0.1718
P1100,P1284,0.4,0.2356
P1181,P1198,0.4,0.7444
P1192,P1279,0.4,0.925
P1314,P1354,0.4,0.3122
P1196,P1273,0.4,0.0299
P1196,P1260,0.4,0.5655
P1192,P1269,0.4,0.2444
P1192,P1275,0.4,0.4077
P1192,P1261,0.4,0.3381
P1118,P1282,0.4,0.4901
P1118,P1291,0.4,0.6069
P1198,P1261,0.4,0.6434
P1181,P1261,0.4,0.2831
P1118,P1285,0.4,0.3705
P1077,P1205,0.4,0.056
P1315,P1355,0.4,0.4189
P1077,P1197,0.4,0.1059
P1071,P1119,0.4,0.3109
P1016,P1316,0.3913,0.7496
P1137,P1217,0.3913,0.3409
P1098,P1258,0.3913,0.8596
P1215,P1315,0.3913,0.3459
P1061,P1122,0.3913,0.77
P1098,P1209,0.3913,0.6706
P1098,P1200,0.3913,0.0286
P1196,P1316,0.3913,0.8579
P1206,P1325,0.3913,0.505
P1316,P1356,0.3913,0.882
P1038,P1076,0.3913,0.7466
P1206,P1346,0.3913,0.873
P1038,P1070,0.3913,0.7784
P1219,P1243,0.3913,0.7261
P1097,P1257,0.3913,0.4918
P1097,P1209,0.3913,0.6152
P1097,P1200,0.3913,0.1685
P1097,P1197,0.3913,0.1042
P1003,P1304,0.3913,0.0453
P1177,P1315,0.3913,0.2171
P1177,P1316,0.3913,0.8422
P1038,P1317,0.3913,0.2065
P1003,P1302,0.3913,0.1707
P1015,P1315,0.3913,0.4236
P1216,P1316,0.3913,0.6889
P1038,P1074,0.3913,0.0699
P1064,P1127,0.3913,0.409
P1065,P1127,0.3913,0.2329
P1173,P1315,0.3913,0.046
P1160,P1315,0.3913,0.4602
P1160,P1316,0.3913,0.6267
P1065,P1122,0.3913,0.789
P1064,P1122,0.3913,0.5345
P1119,P1139,0.3913,0.5624
P1061,P1127,0.3913,0.1641
P1173,P1316,0.3913,0.8078
P1206,P1315,0.3913,0.2533
P1242,P1251,0.3889,0.5368
P1242,P1250,0.3889,0.3827
P1266,P1274,0.3889,0.2927
P1242,P1253,0.3889,0.2898
P1268,P1274,0.3889,0.7827
P1242,P1255,0.3889,0.6768
P1264,P1279,0.3889,0.9603
P1264,P1278,0.3889,0.4237
P1264,P1271,0.3889,0.1729
P1248,P1250,0.3889,0.6085
P1248,P1255,0.3889,0.795
P1263,P1274,0.3889,0.7342
P1243,P1252,0.3889,0.7188
P1262,P1274,0.3889,0.2472
P1248,P1253,0.3889,0.5495
P1243,P1249,0.3889,0.8396
P1260,P1279,0.3889,0.9086
P1248,P1251,0.3889,0.2697
P1069,P1236,0.3846,0.6768
P1130,P1192,0.3846,0.3212
P1130,P1198,0.3846,0.6343
P1130,P1201,0.3846,0.4021
P1045,P1304,0.3846,0.3145
P1130,P1203,0.3846,0.1725
P1045,P1302,0.3846,0.2109
P1069,P1235,0.3846,0.8558
P1231,P1352,0.3846,0.4603
P1238,P1353,0.3846,0.9018
P1100,P1130,0.3846,0.3985
P1239,P1349,0.3846,0.0811
P1115,P1132,0.3846,0.5658
P1115,P1130,0.3846,0.6816
P1100,P1135,0.3846,0.5343
P1239,P1359,0.3846,0.17
P1227,P1344,0.3846,0.2929
P1227,P1348,0.3846,0.6995
P1100,P1132,0.3846,0.5589
P1227,P1357,0.3846,0.6499
P1069,P1238,0.3846,0.5201
P1238,P1356,0.3846,0.9318
P1050,P1310,0.3846,0.8479
P1030,P1310,0.3846,0.8733
P1238,P1352,0.3846,0.9256
P1238,P1350,0.3846,0.9207
P1238,P1349,0.3846,0.9202
P1069,P1239,0.3846,0.8191
P1045,P1064,0.3846,0.3952
P1236,P1350,0.3846,0.9466
P1046,P1149,0.3846,0.7871
P1230,P1358,0.3846,0.768
P1045,P1061,0.3846,0.1832
P1075,P1236,0.3846,0.9104
P1230,P1349,0.3846,0.7735
P1037,P1277,0.3846,0.238
P1230,P1351,0.3846,0.7641
P1230,P1352,0.3846,0.7887
P1230,P1353,0.3846,0.7212
P1230,P1356,0.3846,0.8063
P1135,P1192,0.3846,0.1232
P1135,P1198,0.3846,0.5277
P1046,P1178,0.3846,0.8989
P1135,P1201,0.3846,0.2278
P1135,P1203,0.3846,0.0644
P1030,P1270,0.3846,0.3016
P1075,P1238,0.3846,0.8669
P1231,P1340,0.3846,0.3251
P1231,P1341,0.3846,0.5737
P1231,P1358,0.3846,0.4073
P1046,P1226,0.3846,0.8591
P1231,P1356,0.3846,0.5051
P1230,P1340,0.3846,0.7358
P1077,P1238,0.3846,0.935
P1236,P1353,0.3846,0.9339
P1235,P1350,0.3846,0.1272
P1236,P1352,0.3846,0.9499
P1046,P1152,0.3846,0.7074
P1231,P1349,0.3846,0.4213
P1236,P1349,0.3846,0.9463
P1037,P1317,0.3846,0.7622
P1235,P1356,0.3846,0.0139
P1235,P1355,0.3846,0.0218
P1235,P1353,0.3846,0.2952
P1235,P1352,0.3846,0.07
P1235,P1349,0.3846,0.1326
P1046,P1169,0.3846,0.8424
P1073,P1235,0.3846,0.206
P1077,P1235,0.3846,0.0603
P1073,P1236,0.3846,0.9413
P1073,P1238,0.3846,0.9128
P1132,P1198,0.3846,0.5013
P1132,P1201,0.3846,0.1847
P1077,P1236,0.3846,0.9562
P1132,P1203,0.3846,0.1139
P1046,P1153,0.3846,0.406
P1231,P1353,0.3846,0.2878
P1231,P1350,0.3846,0.4249
P1116,P1135,0.3846,0.5276
P1072,P1132,0.3846,0.5155
P1036,P1276,0.3846,0.001
P1029,P1049,0.3846,0.7109
P1116,P1132,0.3846,0.5526
P1116,P1130,0.3846,0.3899
P1213,P1254,0.381,0.5501
P1168,P1187,0.381,0.5826
P1016,P1304,0.381,0.1901
P1016,P1302,0.381,0.0677
P1190,P1276,0.381,0.0869
P1211,P1317,0.381,0.3275
P1196,P1199,0.381,0.4242
P1015,P1210,0.381,0.8707
P1168,P1186,0.381,0.0632
P1108,P1288,0.381,0.4558
P1168,P1198,0.381,0.4503
P1015,P1211,0.381,0.8781
P1015,P1212,0.381,0.4202
P1211,P1311,0.381,0.8241
P1015,P1213,0.381,0.7428
P1195,P1275,0.381,0.666
P1162,P1207,0.381,0.3123
P1190,P1273,0.381,0.2441
P1202,P1210,0.381,0.7318
P1161,P1187,0.381,0.9166
P1212,P1254,0.381,0.0139
P1212,P1242,0.381,0.406
P1011,P1088,0.381,0.5216
P1314,P1349,0.381,0.1534
P1016,P1356,0.381,0.5286
P1161,P1186,0.381,0.7867
P1314,P1350,0.381,0.1586
P1314,P1352,0.381,0.2103
P1161,P1188,0.381,0.2071
P1300,P1347,0.381,0.65
P1314,P1353,0.381,0.0403
P1314,P1356,0.381,0.2758
P1007,P1318,0.381,0.4866
P1300,P1356,0.381,0.0007
P1300,P1353,0.381,0.3056
P1300,P1352,0.381,0.0837
P1300,P1350,0.381,0.14
P1300,P1349,0.381,0.1453
P1195,P1271,0.381,0.1199
P1211,P1257,0.381,0.71
P1211,P1258,0.381,0.1018
P1318,P1351,0.381,0.4087
P1106,P1173,0.381,0.3977
P1210,P1330,0.381,0.6853
P1016,P1196,0.381,0.4325
P1210,P1317,0.381,0.2867
P1190,P1277,0.381,0.4007
P1318,P1340,0.381,0.3377
P1210,P1310,0.381,0.0498
P1185,P1199,0.381,0.2144
P1185,P1197,0.381,0.3511
P1212,P1257,0.381,0.2753
P1210,P1258,0.381,0.0473
P1210,P1257,0.381,0.6924
P1210,P1256,0.381,0.7785
P1210,P1254,0.381,0.7739
P1210,P1250,0.381,0.7683
P1105,P1285,0.381,0.2663
P1185,P1193,0.381,0.3161
P1167,P1207,0.381,0.5256
P1016,P1206,0.381,0.0721
P1016,P1210,0.381,0.7213
P1016,P1211,0.381,0.7373
P1016,P1212,0.381,0.2001
P1211,P1256,0.381,0.7912
P1202,P1211,0.381,0.7472
P1015,P1217,0.381,0.52
P1015,P1218,0.381,0.1385
P1211,P1254,0.381,0.7869
P1202,P1213,0.381,0.4664
P1211,P1251,0.381,0.2362
P1202,P1217,0.381,0.0041
P1106,P1281,0.381,0.7152
P1202,P1218,0.381,0.4405
P1202,P1242,0.381,0.2854
P1106,P1179,0.381,0.5259
P1106,P1177,0.381,0.2662
P1250,P1310,0.381,0.7799
P1016,P1218,0.381,0.4616
P1016,P1217,0.381,0.0337
P1016,P1213,0.381,0.4455
P1212,P1256,0.381,0.0063
P1007,P1312,0.381,0.0298
P1010,P1356,0.381,0.7098
P1088,P1353,0.381,0.4713
P1308,P1347,0.381,0.4395
P1189,P1276,0.381,0.9509
P1017,P1300,0.381,0.0003
P1012,P1218,0.381,0.2098
P1012,P1217,0.381,0.2949
P1012,P1304,0.381,0.1588
P1088,P1352,0.381,0.5993
P1017,P1307,0.381,0.7322
P1019,P1317,0.381,0.8256
P1213,P1257,0.381,0.3879
P1088,P1356,0.381,0.6325
P1213,P1317,0.381,0.2955
P1012,P1312,0.381,0.2905
P1012,P1213,0.381,0.6222
P1012,P1211,0.381,0.821
P1017,P1314,0.381,0.2762
P1012,P1210,0.381,0.8101
P1189,P1277,0.381,0.9677
P1199,P1279,0.381,0.931
P1019,P1304,0.381,0.4487
P1019,P1302,0.381,0.5211
P1014,P1356,0.381,0.0463
P1189,P1270,0.381,0.9523
P1310,P1351,0.381,0.848
P1108,P1284,0.381,0.4246
P1189,P1260,0.381,0.9092
P1310,P1340,0.381,0.8298
P1311,P1340,0.381,0.0397
P1311,P1341,0.381,0.7004
P1108,P1283,0.381,0.6368
P1189,P1273,0.381,0.9593
P1171,P1211,0.381,0.7984
P1170,P1210,0.381,0.5878
P1172,P1212,0.381,0.4
P1088,P1349,0.381,0.5704
P1088,P1350,0.381,0.573
P1169,P1349,0.381,0.2699
P1213,P1333,0.381,0.1417
P1017,P1217,0.381,0.5124
P1213,P1258,0.381,0.4725
P1213,P1256,0.381,0.5592
P1018,P1211,0.381,0.6603
